Name,Address,Genre,Business Hours,Number of Seats,Phone Number,URL
オーロパーク ドリンクコーナー,岩手県 盛岡市 新庄 字上八木田10 盛岡競馬場オーロパーク,その他,"営業時間
10:00～
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007766/
イオン 盛岡南店,岩手県 盛岡市 本宮 7-1-1,その他,"営業時間
7:00～23:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008188/
芳本酒店,岩手県 盛岡市 内丸 5-13,その他,,,,https://tabelog.com/iwate/A0301/A030101/3012325/
サンフレッシュ羽場,岩手県 盛岡市 羽場 16-63,その他,"営業時間
[1月～5月・10月～12月] 9:00～18:00 [6月～9月] 8:30～18:00
日曜営業
定休日
無休(1月1日～1月3日のみ休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008594/
ジュピター 盛岡店,岩手県 盛岡市 盛岡駅前通 り1-44 JR盛岡ターミナルビル フェザン B1F,その他,"営業時間
10:00～22:00
定休日
不定休(JR盛岡ターミナルビル フェザンに準ずる)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007814/
東横INN 盛岡駅南口駅前,岩手県 盛岡市 盛岡駅前通 3-60,ホテル,"営業時間
チェックイン16:00 チェックアウト翌10:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006941/
仙令平庄 川徳本店,岩手県 盛岡市 菜園 1-10-1 パルクアベニューカワトク,その他,"営業時間
［月～日］
10:00～19:00
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011515/
盛岡シティホテル,岩手県 盛岡市 盛岡駅前通 8-14,ホテル,"営業時間
チェックイン15:00 チェックアウト翌11:00
定休日
年中無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006729/
ぞっこん広場 産直コーナー,岩手県 盛岡市 上厨川 字野子107,その他,,,,https://tabelog.com/iwate/A0301/A030104/3010069/
あすなろ屋 羽場店,岩手県 盛岡市 羽場 16-63,その他,"営業時間
9:00～18:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010228/
グリーンマーケットMOA 盛岡店,岩手県 盛岡市 緑ヶ丘2-1-40,その他,"営業時間
[月～土]
10:00～17:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011454/
ワインとチーズの店 よしだ屋,岩手県 盛岡市 本町通 2-5-35,その他,"営業時間
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011054/
おとうふ亭,岩手県 盛岡市 本町通 3-18-48,豆腐料理、その他,"営業時間
11:00～18:30
定休日
日曜日・祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",5席,,https://tabelog.com/iwate/A0301/A030101/3006602/
ファミリーマート 盛岡繋店,岩手県 盛岡市 繋 字猿田1-46,コンビニ・スーパー,,,,https://tabelog.com/iwate/A0301/A030102/3012249/
姫神の郷 イオンスーパーセンター盛岡渋民店,岩手県 盛岡市 玉山 区渋民字鵜飼20-1 イオンスーパーセンター盛岡渋民店,その他,"営業時間
9:00～21:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008138/
米治鮮魚店,岩手県 盛岡市 上田 1-8-27,その他,,,,https://tabelog.com/iwate/A0301/A030101/3010168/
東北めぐり いろといろ 盛岡店,岩手県 盛岡市 盛岡駅前通 1-48 フェザンおでんせ館 1F,その他,,,,https://tabelog.com/iwate/A0301/A030101/3011287/
パシフィックホテル盛岡,岩手県 盛岡市 中央通 1-13-55,ホテル,,,,https://tabelog.com/iwate/A0301/A030101/3011209/
カワチ薬品 盛岡みたけ店,岩手県 盛岡市 みたけ 4-2-1,その他,,,,https://tabelog.com/iwate/A0301/A030101/3009339/
ホテル カリーナ,岩手県 盛岡市 菜園 2-6-1,その他,"営業時間
チェックイン14:00 チェックアウト翌10:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008923/
セブン‐イレブン 盛岡流通センター北店,岩手県 盛岡市 流通センター北 1-1-21,コンビニ・スーパー,"営業時間
24時間営業
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030103/3010246/
セブンイレブン 盛岡南大通1丁目,岩手県 盛岡市 南大通 1-14-6,コンビニ・スーパー,"営業時間
24時間営業
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008020/
坂本酒店,岩手県 盛岡市 盛岡駅前通 10-4,その他,"営業時間
9:00～20:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008634/
ジョイス 盛岡緑が丘店,岩手県 盛岡市 緑が丘 2-1-48,その他,"営業時間
[月～土] 10:00～23:00 [日・祝] 9:00～23:00
日曜営業
定休日
無休(1月1日のみ休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008056/
カラオケ時遊館 盛岡バイパス店,岩手県 盛岡市 上堂 1-2-55,カラオケ、その他,"営業時間
全日
9:00〜25:00
※祝前日、祝日、大型連休、年末年始等は料金・営業時間が変則的になる場合がございます。
※詳細は店舗までお問い合わせ下さい。
定休日
※年中無休",300席,,https://tabelog.com/iwate/A0301/A030101/3004439/
カシ フレンドリー,岩手県 盛岡市 材木町 3-8 いわてビル 1F,その他,"営業時間
10:00～19:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010275/
ユニバース 青山店,岩手県 盛岡市 青山 2-50-10,その他,"営業時間
9:00～23:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008753/
ながまち 梅の湯,岩手県 盛岡市 長田町 2-26 2F,その他,"営業時間
14:00～19:00
定休日
木曜日、日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",15席,,https://tabelog.com/iwate/A0301/A030101/3011751/
美味山海 盛岡駅店,岩手県 盛岡市 盛岡駅前通 1-48,その他,,,,https://tabelog.com/iwate/A0301/A030101/3010598/
生・粋な寿司や ゆたか,岩手県 盛岡市 大通 り2-1-4 サイセリアビル2F,寿司,,,,https://tabelog.com/iwate/A0301/A030101/3011347/
すし太郎,岩手県 盛岡市 松園 2-36-12,寿司、そば,"営業時間
昼12:00～14:00
ランチセット（にぎり寿司&十割蕎麦&コーヒー）
\900.-
夜18:00～23:00
ほろよいセット（18：00～19：00）
\1000.-
日曜営業
定休日
水曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",20席,,https://tabelog.com/iwate/A0301/A030101/3001949/
目時魚店,岩手県 盛岡市 下ノ橋町 3-25,その他,"営業時間
12:00～19:00
日曜営業
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008197/
ビストロ ラソンブレ,岩手県 盛岡市 菜園 1-5-9 SK6ビル B1F,その他,"営業時間
17:00～24:00（L.O.23:00） 
定休日
日曜",42席,,https://tabelog.com/iwate/A0301/A030101/3009994/
まめ工房 緑の郷,岩手県 盛岡市 上飯岡 2-52-1,その他,"営業時間
9:00～16:30
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008611/
サンセール盛岡,岩手県 盛岡市 志家町 1-10,ホテル,"営業時間
チェックイン16:00 チェックアウト翌10:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008777/
ばんがい市場,岩手県 盛岡市 神明町 5-19,その他,"営業時間
[月～金] 10:00～17:30 [土・祝] 10:00～17:00
定休日
日曜日(加えて年末年始も休み)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3009063/
丸萬,岩手県 盛岡市 永井 20-65-13,その他,"営業時間
不定(完全予約制)
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008207/
快活CLUB 盛岡バイパス店,岩手県 盛岡市 東仙北 2-10-30 ＡＯＫＩ  2F,その他,"営業時間
24時間営業
日曜営業
定休日
年中無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006042/
中野製麺所,岩手県 盛岡市 若園町 1-22,その他,,,,https://tabelog.com/iwate/A0301/A030101/3011051/
KANAN SPA,岩手県 盛岡市 中ノ橋通 1-9-22,その他,,,,https://tabelog.com/iwate/A0301/A030101/3012081/
サンマートたてさわ,岩手県 盛岡市 本宮 上越場48-5,その他,,,,https://tabelog.com/iwate/A0301/A030101/3010677/
スーパーセンタートライアル 盛岡西バイパス店,岩手県 盛岡市 向中野 7-17-45 トライアル盛岡西バイパス店 1F,その他,"営業時間
24時間営業
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007461/
岩手熊さん麺ショップ,岩手県 盛岡市 みたけ 1-5-58,その他,"営業時間
10:00～17:00
定休日
水曜日・日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3009803/
カナンフーズ,岩手県 盛岡市 東見前 1-91,その他,,,,https://tabelog.com/iwate/A0301/A030101/3011587/
阿部魚店,岩手県 盛岡市 中ノ橋通 1-9,その他,,,,https://tabelog.com/iwate/A0301/A030101/3012002/
M farm,岩手県 盛岡市 本宮 荒屋101,その他,"営業時間
[月・火・水・金・土・日]
9:00～18:00
日曜営業
定休日
木曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011694/
セブンイレブン 盛岡門店,岩手県 盛岡市 門 1-4-28,コンビニ・スーパー,"営業時間
24時間営業
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007841/
カルディコーヒーファーム 盛岡南店,岩手県 盛岡市 本宮 字稲荷10-1 イオンモール盛岡南  1F,その他,"営業時間
10：00～22：00
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005642/
