Title,Make,Model,Year,Vin,Location,Condition,Price,Average Market Price,Main Image,Options,Mileage,Trim,Color,Body Type,Fuel Type,Engine,Drive Train,City Fuel Economy,Highway Fuel Economy,Combined Fuel Economy,Dealer Name,Dealer City,Dealer State,Dealer Zip,Dealer Rating,Dealer Phone,URL,Status,Scraped Date
GMC Yukon XL Denali Ultimate,GMC,Yukon XL,2024,1GKS2KKL6RR208354,,Used,127991,,https://images.autotrader.com/pictures/atc_upload/565x421_2021GMCYukonSLE.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 852]",852,YUKONXL|Denali Ultimate,White Frost Tricoat,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Autoplex Express Austin,,,,,9453002063,https://www.autotrader.com/cars-for-sale/vehicle/712741407,,2024-04-19 122958
GMC Yukon XL Denali Ultimate,GMC,Yukon XL,2024,1GKS2KKL4RR169795,,Used,127791,,https://images.autotrader.com/hn/c/4ee952bba6e14afebd7db51a0612f27a.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 55]",55,YUKONXL|Denali Ultimate,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Hurst Autoplex- San Antonio,,,,,6824520255,https://www.autotrader.com/cars-for-sale/vehicle/710359008,,2024-04-19 122958
"GMC Hummer EV Edition 1 w/ LPO, Illumination Package",GMC,Hummer EV,2022,1GT40FDA3NU100827,,Used,127500,107379.0,https://assets.cai-media-management.com/ps-vehicle-media/96a714ac-887a-4270-b04a-767c61f28b1a.jpeg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 329 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 329 EV Mile Range]
Mileage = [Miles: 30]",30,GMCHUMMER|Edition 1,White,TRUCKS,Electric,Electric,4 wheel drive,,,,Private Seller Exchange,Medford,OR,97504,,,https://www.autotrader.com/cars-for-sale/vehicle/708639112,,2024-04-19 122958
"GMC Hummer EV Edition 1 w/ LPO, Illumination Package",GMC,Hummer EV,2022,1GT40FDA4NU100660,,Certified,127500,113427.0,https://images.autotrader.com/hn/c/a237ab304e1c4b1d91aee6e356f79da9.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 329 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 329 EV Mile Range]
Mileage = [Miles: 2,637]","2,637",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,Gilchrist Chevrolet Buick GMC of Tacoma,Tacoma,WA,98409,4.2,2535275017,https://www.autotrader.com/cars-for-sale/vehicle/692016535,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2022,1GT40FDA4NU100478,,Used,127500,112527.0,https://images.autotrader.com/hn/c/cddad37efa5244d4b9994744846b1971.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 329 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 329 EV Mile Range]
Mileage = [Miles: 2,022]","2,022",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,Gilchrist Chevrolet Buick GMC of Tacoma,Tacoma,WA,98409,4.2,2532545903,https://www.autotrader.com/cars-for-sale/vehicle/670778935,,2024-04-19 122958
"GMC Hummer EV 3X w/ LPO, Illumination Package",GMC,Hummer EV,2024,1GKB0RDC0RU102619,,Used,126990,,https://assets.cai-media-management.com/ps-vehicle-media/b5cf231a-87eb-482b-b054-f71fac741a36.JPG,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 314 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Green]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 314 EV Mile Range]
Mileage = [Miles: 272]",272,GMCHUMMER|3X,Green,SUV,Electric,Electric,4 wheel drive,,,,Private Seller Exchange,Bethel,CT,06801,,,https://www.autotrader.com/cars-for-sale/vehicle/709901020,,2024-04-19 122958
"GMC Hummer EV Edition 1 w/ LPO, Illumination Package",GMC,Hummer EV,2022,1GT40FDA5NU100943,,Used,125998,114304.0,https://images.autotrader.com/hn/c/f8de7102c8a54ca1b2949a1a4dd4fda7.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 329 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 329 EV Mile Range]
Mileage = [Miles: 33]",33,GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,Temecula Valley Buick GMC,,,,,9514016555,https://www.autotrader.com/cars-for-sale/vehicle/689501516,,2024-04-19 122958
"GMC Hummer EV Edition 1 w/ LPO, Illumination Package",GMC,Hummer EV,2022,1GT40FDA3NU100102,,Used,125997,113534.0,https://images.autotrader.com/hn/c/811a2a0c418a41bd9372af22212c86de.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 329 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 329 EV Mile Range]
Mileage = [Miles: 9,269]","9,269",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,Ed Dena's Auto Center,Dinuba,CA,93618,4.3,5593152046,https://www.autotrader.com/cars-for-sale/vehicle/710526416,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2023,1GT40FDA1PU101347,,Used,125995,,https://images.autotrader.com/hn/c/d68742b139904dd99fda83f8d4549d75.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 381 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 381 EV Mile Range]
Mileage = [Miles: 492]",492,GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,Varsity Lincoln,Novi,MI,48376,4.8,2486924700,https://www.autotrader.com/cars-for-sale/vehicle/697978980,,2024-04-19 122958
GMC Sierra 2500 AT4X w/ AT4X AEV Edition,GMC,Sierra 2500,2024,1GT49ZEY5RF246837,,Used,125995,,https://images.autotrader.com/hn/c/086b6bd937f240aa9467ffa8eaec08a6.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 113]",113,GMCC25PU|AT4X,Thunderstorm Gray,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,iDrive Utah,Orem,UT,84057,,8017884202,https://www.autotrader.com/cars-for-sale/vehicle/700830445,,2024-04-19 122958
GMC Sierra 2500 Denali w/ Technology Package,GMC,Sierra 2500,2024,1GT49REY2RF159123,,Used,125000,,https://assets.cai-media-management.com/ps-vehicle-media/4b366820-14a8-4c17-9ba2-3b6b2a3c9199.jpeg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Red]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 513]",513,GMCC25PU|Denali,Red,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Private Seller Exchange,,OK,74108,,,https://www.autotrader.com/cars-for-sale/vehicle/700843964,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2023,1GT40FDA1PU100196,,Used,125000,111696.0,https://assets.cai-media-management.com/ps-vehicle-media/9dc0e40b-1d14-4464-896f-c59e00e5af12.jpg,"Interiorcolor = [Interior Color: White]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 284]",284,GMCHUMMER|Edition 1,White,TRUCKS,Electric,Electric,4 wheel drive,,,,Private Seller Exchange,Wills Point,TX,75169,,,https://www.autotrader.com/cars-for-sale/vehicle/707443094,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2023,1GT40FDA7PU100770,,Used,125000,115834.0,https://images.autotrader.com/hn/c/ba879d621638482cb0a4103472dec37a.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 381 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 381 EV Mile Range]
Mileage = [Miles: 1,735]","1,735",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,SETH WADLEY CHEVROLET GMC OF PERRY,Perry,OK,73077,4.9,5803076896,https://www.autotrader.com/cars-for-sale/vehicle/692456875,,2024-04-19 122958
GMC Hummer EV 3X,GMC,Hummer EV,2024,1GKB0RDC0RU100000,,Used,124995,,https://images.autotrader.com/hn/c/9a4bafa94dfa4af8bbca100da6b9a6be.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 314 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Green]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 314 EV Mile Range]
Mileage = [Miles: 20]",20,GMCHUMMER|3X,Moonshot Green Matte,SUV,Electric,Electric,4 wheel drive,,,,Greater Chicago Motors,Glendale Heights,IL,60139,4.3,6304804386,https://www.autotrader.com/cars-for-sale/vehicle/693788589,,2024-04-19 122958
GMC Hummer EV 3X,GMC,Hummer EV,2024,1GKB0RDC1RU100233,,Used,124995,,https://images.autotrader.com/hn/c/c26e4072a679489b94118aed417f10bd.jpg,"Milerange = [Mile Range: 314 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 314 EV Mile Range]
Mileage = [Miles: 1,004]","1,004",GMCHUMMER|3X,,SUV,Electric,Electric,4 wheel drive,,,,Wires Only,Los Angeles,CA,90025,,3239854155,https://www.autotrader.com/cars-for-sale/vehicle/701938456,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2023,1GT40FDA7PU100753,,Used,124541,118349.0,https://images.autotrader.com/hn/c/388cbb4a85f64e05aff62b943fc17d7b.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 381 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 381 EV Mile Range]
Mileage = [Miles: 1,181]","1,181",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,Reiselman GMC,Springfield,TN,37172,4.9,6156676899,https://www.autotrader.com/cars-for-sale/vehicle/699032334,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2023,1GT40FDA9PU100530,,Used,124000,113384.0,https://images.autotrader.com/hn/c/31890e96e18a434fb2f350258e68eefc.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 381 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 381 EV Mile Range]
Mileage = [Miles: 1,594]","1,594",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,MORGAN GMC BOSSIER CITY,Bossier City,LA,71111,4.3,3183831406,https://www.autotrader.com/cars-for-sale/vehicle/711108752,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2023,1GT40FDA4PU100080,,Used,123900,118349.0,https://images.autotrader.com/hn/c/5b1c2ea4ab354d88b460327e0744a762.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 381 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 381 EV Mile Range]
Mileage = [Miles: 1,582]","1,582",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,IMPEX CHEVROLET BUICK GMC,Reidsville,NC,27320,5.0,3369518092,https://www.autotrader.com/cars-for-sale/vehicle/694184139,Good,2024-04-19 122958
GMC Sierra 2500 Denali Ultimate,GMC,Sierra 2500,2024,1GT19XEY5RF302864,,Used,122993,,https://images.autotrader.com/hn/c/d35f77fd7fed47ebb7b81ceed5b7175f.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Blue]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 292]",292,GMCC25PU|Denali Ultimate,Downpour Metallic,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Hurst Autoplex- Lubbock,,,,,6824520269,https://www.autotrader.com/cars-for-sale/vehicle/706470736,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2023,1GT40FDA9PU100558,,Used,122656,113341.0,https://images.autotrader.com/hn/c/12b5fbfce11640b78e79e57e486d26f2.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 381 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 381 EV Mile Range]
Mileage = [Miles: 3,671]","3,671",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,Spitzer Kia Cleveland,Cleveland,OH,44134,4.7,2163525119,https://www.autotrader.com/cars-for-sale/vehicle/701093565,,2024-04-19 122958
"GMC Hummer EV 3X w/ LPO, Illumination Package",GMC,Hummer EV,2024,1GKB0RDC5RU101983,,Used,122650,,https://assets.cai-media-management.com/ps-vehicle-media/b30ba647-69c1-4b42-ac75-6b3f9b13408e.jpg,"Interiorcolor = [Interior Color: Beige]
Milerange = [Mile Range: 314 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Green]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 314 EV Mile Range]
Mileage = [Miles: 4,150]","4,150",GMCHUMMER|3X,Green,SUV,Electric,Electric,4 wheel drive,,,,Private Seller Exchange,Waxahachie,TX,75167,,,https://www.autotrader.com/cars-for-sale/vehicle/705526621,,2024-04-19 122958
GMC Yukon XL Denali Ultimate,GMC,Yukon XL,2024,1GKS2KKL2RR174834,,Used,121995,,https://images.autotrader.com/hn/c/baca136b1d214c99bc2da57c794d9b37.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 274]",274,YUKONXL|Denali Ultimate,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,iDrive Utah,Orem,UT,84057,,8017884202,https://www.autotrader.com/cars-for-sale/vehicle/709559378,,2024-04-19 122958
GMC Yukon XL Denali Ultimate,GMC,Yukon XL,2024,1GKS2KKL1RR121901,,Used,121995,,https://images.autotrader.com/hn/c/fb9ace737afb4641ba99290212a6f711.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 46]",46,YUKONXL|Denali Ultimate,White Frost Tricoat,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,iDrive Utah,Orem,UT,84057,,8017884202,https://www.autotrader.com/cars-for-sale/vehicle/710309801,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2023,1GT40FDA3PU100586,,Used,120000,117652.0,https://images.autotrader.com/hn/c/f7e51c25886b4ee9a837ee3cc17991db.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 381 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 381 EV Mile Range]
Mileage = [Miles: 5,267]","5,267",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,McElveen Buick GMC,Summerville,SC,29483,4.5,8433001754,https://www.autotrader.com/cars-for-sale/vehicle/709172006,Good,2024-04-19 122958
"GMC Hummer EV Edition 1 w/ LPO, Illumination Package",GMC,Hummer EV,2022,1GT40FDAXNU100596,,Used,120000,113434.0,,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 329 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 329 EV Mile Range]
Mileage = [Miles: 8,936]","8,936",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,Tustin Buick GMC,Tustin,CA,92782,4.0,7146562041,https://www.autotrader.com/cars-for-sale/vehicle/712049149,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2023,1GT40FDA1PU100604,,Used,120000,113249.0,https://images.autotrader.com/hn/c/6af41bbb470540a996246ae67066d6db.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 381 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 381 EV Mile Range]
Mileage = [Miles: 3,920]","3,920",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,McGovern Chrysler Jeep Dodge Ram,Newtonville,MA,02460,4.8,6173407964,https://www.autotrader.com/cars-for-sale/vehicle/702632075,,2024-04-19 122958
"GMC Hummer EV Edition 1 w/ LPO, Illumination Package",GMC,Hummer EV,2022,1GT40FDA4NU100268,,Used,120000,110675.0,https://images.autotrader.com/hn/c/54e7c7304a474868b079bb3c06136edf.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 329 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 329 EV Mile Range]
Mileage = [Miles: 202]",202,GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,Robert Brogden Buick GMC,Olathe,KS,66061,4.5,9133534142,https://www.autotrader.com/cars-for-sale/vehicle/641547770,,2024-04-19 122958
GMC Hummer EV Edition 1,GMC,Hummer EV,2023,1GT40FDA1PU100280,,Used,120000,,https://images.autotrader.com/hn/c/d47e6a4a55fe4afd860080798de06775.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 381 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 381 EV Mile Range]
Mileage = [Miles: 1,851]","1,851",GMCHUMMER|Edition 1,Interstellar White,TRUCKS,Electric,Electric,4 wheel drive,,,,Vera Cadillac-Buick-GMC,Pembroke Pines,FL,33025,4.6,9543788639,https://www.autotrader.com/cars-for-sale/vehicle/700959984,,2024-04-19 122958
GMC Sierra 2500 Denali Ultimate,GMC,Sierra 2500,2024,1GT49XEY8RF150124,,Used,119995,,https://images.autotrader.com/hn/c/49d2281dca4b4f6c82be2bb2034af884.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 4,921]","4,921",GMCC25PU|Denali Ultimate,Summit White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Hurst Autoplex- Lubbock,,,,,6824520269,https://www.autotrader.com/cars-for-sale/vehicle/704311610,,2024-04-19 122958
GMC Hummer EV 3X,GMC,Hummer EV,2024,1GKB0RDC2RU105182,,Used,119995,,https://images.autotrader.com/hn/c/8adb896771af44f581ffb502abb54426.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 314 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 314 EV Mile Range]
Mileage = [Miles: 144]",144,GMCHUMMER|3X,Black,SUV,Electric,Electric,4 wheel drive,,,,Dm Motors LLC,Walled Lake,MI,48390,4.7,2485749907,https://www.autotrader.com/cars-for-sale/vehicle/711259530,,2024-04-19 122958
GMC Sierra 3500 Denali Ultimate,GMC,Sierra 3500,2024,1GT49YEY0RF284275,,Used,119995,,https://images.autotrader.com/hn/c/b88827cf205b4baab789539cf7ece2d3.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 213]",213,GMC3500PU|Denali Ultimate,Onyx Black,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,iDrive Utah,Orem,UT,84057,,8017884202,https://www.autotrader.com/cars-for-sale/vehicle/705178902,,2024-04-19 122958
GMC Hummer EV 3X,GMC,Hummer EV,2024,1GKB0RDC9RU101307,,Used,119994,,https://images.autotrader.com/hn/c/816c5d3a0521468ba412daff8f3e2a4b.jpg,"Interiorcolor = [Interior Color: Black]
Milerange = [Mile Range: 314 EV Mile Range]
Transmission = [Transmission: Single-Speed]
Color = [Exterior Color: Green]
Fueltype = [Fuel Type: Electric]
Engine = [Engine: Electric]
Drivetype = [Drive Type: 4 Wheel Drive]
Range = [RANGE: 314 EV Mile Range]
Mileage = [Miles: 3,501]","3,501",GMCHUMMER|3X,Moonshot Green Matte,SUV,Electric,Electric,4 wheel drive,,,,Honor Buick GMC,National City,CA,91950,4.5,6195377755,https://www.autotrader.com/cars-for-sale/vehicle/702180821,,2024-04-19 122958
