State Name,City Name,Store Name,Store Address,Store Phone Number,Store Email,Store Instagram Account URL,Store Details Page URL
Oklahoma,Miami,Homestead Harvest - Miami,"502 Henley St, Miami, Oklahoma 74354",(918) 509-4420,megan@homesteadharvestok.com,https://www.instagram.com/homesteadharvest.miami/,https://weedmaps.com/dispensaries/homestead-harvest-miami#details
Missouri,WARRENSBURG,BesaMe Wellness - Warrensburg,"219 W YOUNG AVE, WARRENSBURG, Missouri 64093",(660) 631-8392,social@besamewellness.com,https://www.instagram.com/besamefam,https://weedmaps.com/dispensaries/besame-wellness-warrensburg#details
Oklahoma,Afton,Irie Okie,"54801 East Highway 59, Afton, Oklahoma 74331",(918) 314-0363,irieokie@gmail.com,https://www.instagram.com/irieokie/,https://weedmaps.com/dispensaries/happy-shack-wellness#details
Florida,Inverness,Trulieve - Inverness,"950 W Main St, Inverness, Florida 34450",(352) 703-5299,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-inverness#details
Oklahoma,Afton,Higher Health,"26428 South Hwy 125, Afton, Oklahoma 74331",(918) 219-5888,higherhealthok@gmail.com,https://www.instagram.com/higherhealthmonkeyisland/,https://weedmaps.com/dispensaries/higher-health#details
Missouri,Columbia,Missouri Cannabis Outreach,"1715 West Worley Street Suite B, Columbia, Missouri 65203",(636) 466-3871,mocanoutreach@gmail.com,https://instagram.com/mocanoutreach,https://weedmaps.com/doctors/missouri-cannabis-outreach-2#details
Oklahoma,Claremore,Green Nation - Claremore,"1005 East Will Rogers Blvd, Claremore, Oklahoma 74017",(918) 923-2046,gndispensaries@gmail.com,,https://weedmaps.com/dispensaries/green-nation-dispensary#details
Missouri,Columbia,High Profile Columbia,"1500 Interstate 70 Drive SW, Columbia, Missouri 65203",(573) 844-4007,AAugustine@c3industries.com,https://www.instagram.com/highprofileofficial/,https://weedmaps.com/dispensaries/high-profile-46#details
Missouri,Columbia,Elevate Holistics,"303 N. Stadium Blvd Suite 200, Columbia, Missouri 65203",(660) 205-2215,support@elevate-holistics.com,https://www.instagram.com/elevate.holistics/,https://weedmaps.com/doctors/elevate-holistics-32#details
Ohio,Mount Orab,Uplift - Mount Orab,"101 Mercy Blvd, Mount Orab, Ohio 45154",(513) 399-8377,info@upliftohio.com,,https://weedmaps.com/dispensaries/uplift-mount-orab#details
Illinois,Joliet,RISE Dispensaries Joliet (Colorado),"2903 Colorado Avenue, Joliet, Illinois 60431",(815) 733-1167,joliet@risecannabis.com,https://www.instagram.com/risedispensariesillinois/,https://weedmaps.com/dispensaries/rise-joliet-colorado#details
Florida,Palm Coast,Trulieve - Palm Coast,"28 Old Kings Rd N, Palm Coast, Florida 32137",(386) 628-3239,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-palm-coast#details
Oklahoma,Miami,Doc's Med Grow,"9701 OK-137, Miami, Oklahoma 74354",(918) 325-9481,docsmedgrow21@gmail.com,,https://weedmaps.com/dispensaries/doc-s-med-grow#details
Florida,Inverness,The Flowery - Inverness,"3129 E Gulf to Lake Hwy, Inverness, Florida 34453",(305) 912-2929,hello@theflowery.co,https://instagram.com/theflowery.florida,https://weedmaps.com/dispensaries/the-flowery-inverness#details
Illinois,Markham,BaM Body and Mind Dispensary - Markham,"3063 W 159th St, Markham, Illinois 60428",(708) 224-7897,MRKCONTACT@BODYANDMIND.COM,https://www.instagram.com/BaMBodyandMind_IL/,https://weedmaps.com/dispensaries/bam-body-and-mind-dispensary-markham#details
Oklahoma,Grove,CannaJacks - Grove,"10001 US HWY 59 N, Grove, Oklahoma 74344",(918) 791-3292,CannaJacks@gmail.com,,https://weedmaps.com/dispensaries/cannajacks-2#details
Oklahoma,Mead,Southern Cannabis Crew,"6943 US-70, Mead, Oklahoma 73449",(580) 380-4020,sccsmokeshop@outlook.com,https://www.instagram.com/southern_cannabis_crew/,https://weedmaps.com/dispensaries/southern-cannabis-crew#details
Oklahoma,Claremore,Utokem,"13692 Hwy 20, Claremore, Oklahoma 74017",(918) 923-7081,Utokem420@gmail.com,https://www.instagram.com/utokemdispensary/,https://weedmaps.com/dispensaries/utokem#details
Texas,Garland,ARTISAN VAPOR & CBD FireWheel,"305 River Fern Ave suite 1128, Garland, Texas 75040",(972) 495-4995,artisanvaporonline@gmail.com,,https://weedmaps.com/cbd-stores/artisan-vapor-cbd-firewheel#details
Missouri,Columbia,Missouri Green Team,"VISIT OUR WEBSITE, Columbia, Missouri 65201",(614) 639-0257,doctors@missourigreenteam.com,,https://weedmaps.com/doctors/missouri-green-team-1#details
Oklahoma,Claremore,Big B's Farmacy,"14511 E. Hwy 20, Claremore, Oklahoma 74019",(918) 923-0199,bigbsbuds@gmail.com,,https://weedmaps.com/dispensaries/big-b-s-farmacy#details
Missouri,Columbia,Green Releaf Dispensary - Columbia,"204 E BROADWAY, Columbia, Missouri 65203",(573) 507-6723,info@greenreleaf.co,https://www.instagram.com/greenreleafbrand/,https://weedmaps.com/dispensaries/green-releaf-dispensary-columbia#details
Oklahoma,Tahlequah,Elevated Apothic,"2464 S Muskogee Avenue, Tahlequah, Oklahoma 74464",(918) 708-9440,elevatedapothic@gmail.com,https://www.instagram.com/elevated_apothic/,https://weedmaps.com/dispensaries/elevated-apothic-4#details
Oklahoma,TAHLEQUAH,BUD SPOT,"15180 HWY 82, TAHLEQUAH, Oklahoma 74464",(918) 708-1509,budspot82@gmail.com,,https://weedmaps.com/dispensaries/mkl-industries-llc#details
Oklahoma,Tahlequah,Lotus Gold - Tahlequah,"3040 Muskogee Ave #106, Tahlequah, Oklahoma 74464",(918) 310-1446,tahlequah@cbdplususa.com,https://www.instagram.com/lotusgold_cbdplus_tahlequah/,https://weedmaps.com/dispensaries/lotus-gold-tahlequah#details
Illinois,Calumet City,Mission Calumet City,"1330 Torrence Ave, Calumet City, Illinois 60409",(773) 530-0088,missioncalumetcity@missioncan.com,https://www.instagram.com/missioncalumetcity,https://weedmaps.com/dispensaries/mission-calumet-city#details
Illinois,Homewood,Green Care Medical,"1131 175th Street, Homewood, Illinois 60430",(708) 966-3030,info@greencaremedical.com,https://www.instagram.com/greencaremedical102/,https://weedmaps.com/doctors/green-care-medical-3#details
Florida,Ocala,Curaleaf - Ocala Maricamp,"9268 Southeast Maricamp Road, Ocala, Florida 34472",(352) 648-0955,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-ocala-maricamp#details
Florida,Winter Haven,Trulieve - Winter Haven - Cypress Gardens,"6000 Cypress Gardens Blvd, Winter Haven, Florida 33884",(863) 208-6370,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-winter-haven-cypress-gardens#details
Oklahoma,Vian,Tenkiller Natural Health 24/7 and Drive Thru!,"451566 Highway 100, Vian, Oklahoma 74962",(918) 773-3087,tenkllerbud@yahoo.com,https://www.instagram.com/tenkillernaturalhealth/,https://weedmaps.com/dispensaries/10killer-bud#details
Oklahoma,Okmulgee,D-Luxe Express Dispensary,"919 E Randolph St, Okmulgee, Oklahoma 74447",(918) 890-0782,info@d-luxedispensary.com,https://www.instagram.com/d_luxe_dispensary/,https://weedmaps.com/dispensaries/d-luxe-express-dispensary-2#details
Missouri,Columbia,Good Day Farm - Columbia,"1400 Forum Blvd, Columbia, Missouri 65203",(573) 298-6984,coforumblvd@gooddayfarm.com,https://www.instagram.com/gooddayfarmmo/,https://weedmaps.com/dispensaries/good-day-farm-columbia#details
Missouri,Mexico,Green Releaf Dispensary - Mexico,"3848 S Clark Streety, Mexico, Missouri 65265",(573) 567-5508,info@greenreleaf.co,https://www.instagram.com/greenreleafbrand/,https://weedmaps.com/dispensaries/green-releaf-dispensary-mexico#details
Oklahoma,Okmulgee,Kush Gardens - Okmulgee,"1023 East 6th St, Okmulgee, Oklahoma 74447",(918) 777-3800,kushgardensusa@gmail.com,https://www.instagram.com/kushgardensusa/?hl=en,https://weedmaps.com/dispensaries/kush-gardens-okmulgee-coming-soon#details
Illinois,Ottawa,Verilife - Ottawa (Medical & Recreational),"4104 North Columbus Street, Ottawa, Illinois 61350",(888) 493-6066,contact@verilife.com,https://www.instagram.com/verilifestores/,https://weedmaps.com/dispensaries/pharmacannis-ottawa#details
Oklahoma,Grove,Refined Flower,"3 East 3rd St., Grove, Oklahoma 74344",(918) 791-6191,refinedflower1@gmail.com,https://www.instagram.com/refined_flower_/?hl=en,https://weedmaps.com/dispensaries/refined-flowers#details
Illinois,Joliet,RISE Dispensaries - Joliet (Rock Creek),"1627 Rock Creek Blvd., Joliet, Illinois 60431",(815) 773-9300,JolietRockCreek@risecannabis.com,https://www.instagram.com/risedispensariesillinois/,https://weedmaps.com/dispensaries/rise-joliet-rock-creek#details
Oklahoma,Grove,Minerva Canna of Grove,"1620 South Main Street. Suite E, Grove, Oklahoma 74344",(918) 791-0733,linzr@minervacannaok.com,https://www.instagram.com/#minervacannagrove/,https://weedmaps.com/dispensaries/minerva-canna-of-grove#details
Illinois,New Lenox,Curaleaf - New Lenox,"709 E. Lincoln Hwy., New Lenox, Illinois 60451",(708) 258-1141,info.il@curaleaf.com,https://www.instagram.com/curaleaf.usa,https://weedmaps.com/dispensaries/curaleaf-new-lenox#details
Florida,Crystal River,Dr Bob’s Compassion Clinic,"6088 W Nordling Loop, Crystal River, Florida 34429",(352) 601-4200,drbobgoethe@gmail.com,,https://weedmaps.com/doctors/better-health-compassion-clinic#details
Oklahoma,Quapaw,Stateline X One,"69905 E 15th Road, Quapaw, Oklahoma 74363",(918) 325-1029,exitone.ok@gmail.com,https://www.instagram.com/statelinex1/,https://weedmaps.com/dispensaries/pura-at-exit-one#details
Florida,Kissimmee,DocMJ,"1670 Pleasant Hill Rd, Kissimmee, Florida 34746",(888) 908-0143,info@docmj.com,https://www.instagram.com/floridadocmj/,https://weedmaps.com/doctors/docmj-5#details
Ohio,Milford,Uplift - Milford,"401 Rivers Edge Drive, Milford, Ohio 45150",(513) 399-8377,info@upliftohio.com,,https://weedmaps.com/dispensaries/uplift-milford#details
Florida,Orlando,CalmEffect,"14807 E. Colonial Dr. Unit 112, Orlando, Florida 32826",(954) 789-0482,info@calmeffect.com,https://www.instagram.com/calm_effect/,https://weedmaps.com/doctors/calmeffect-1#details
Florida,Kissimmee,Kissimmee 420 Marijuana Doctor,"1633 E. Vine, Kissimmee, Florida 34744",(800) 620-2027,office420doctor@gmail.com,https://www.instagram.com/orlando420doctor/,https://weedmaps.com/doctors/kissimmee-420-marijuana-doctor#details
Oklahoma,Okmulgee,Evermore Okmulgee,"814 S. Wood Dr, Okmulgee, Oklahoma 74447",(918) 777-2026,evermoreboyz@gmail.com,https://www.instagram.com/evermoremeds/,https://weedmaps.com/dispensaries/evermore-cannabis-dispensary-1#details
Florida,Kissimmee,Tru-Relief MD,"1320 N Main Street Suite B, Kissimmee, Florida 34744",(407) 965-6159,sfmd0830@gmail.com,,https://weedmaps.com/doctors/tru-relief-md-a3ee9c6d-2348-4861-8c5e-aefeecebacfc#details
Missouri,Columbia,Marijuana Doctor-Telehealth-Missouri,"Please Visit Our Website, Columbia, Missouri 65201",(863) 220-9377,appointments@marijuanadoctor.com,https://www.instagram.com/Marijuanadocfl/,https://weedmaps.com/doctors/marijuana-doctor-telehealth-missouri#details
Florida,Kissimmee,Medical Marijuana Treatment Clinics of Florida,"1320 N Main Street Suite B, Kissimmee, Florida 34491",(850) 906-5000,info@mmtcfl.com,https://www.instagram.com/mmtcfl/,https://weedmaps.com/doctors/medical-marijuana-treatment-clinics-of-florida-22#details
Oklahoma,Jay,Elevate Holistics,"448 S Main St Unit D, Jay, Oklahoma 74346",(918) 879-6155,stephen@elevate-holistics.com,,https://weedmaps.com/doctors/elevate-holistics-12#details
Oklahoma,Grove,Meds R Us,"64107 E 290 Road, Grove, Oklahoma 74344",(918) 791-0408,Medsrusofgrove@gmail.com,https://www.instagram.com/MedsRUs.Grove/,https://weedmaps.com/dispensaries/meds-r-us-5#details
Oklahoma,Wyandotte,Rocking Y Dispensary,"69884 E 100 Rd, Wyandotte, Oklahoma 74370",(918) 999-4420,rockingydispo@gmail.com,,https://weedmaps.com/dispensaries/rocking-y-dispensary#details
Florida,Sarasota,My Florida Green,"600 N. Cattlemen Rd., Sarasota, Florida 34232",(833) 665-3279,info@myfloridagreen.com,,https://weedmaps.com/doctors/my-florida-green-2#details
Florida,Crystal River,Trulieve - Crystal River,"275 NE US Hwy 19, Crystal River, Crystal River, Florida 34429",(352) 496-8422,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-crystal-river#details
Florida,Kissimmee,Orlando Psychiatric Associates,"102 Park Place Blvd. Suite D-1, Kissimmee, Florida 34741",(407) 375-0480,lynette9904@gmail.com,,https://weedmaps.com/doctors/orlando-psychiatric-associates#details
Missouri,Columbia,Hippos Marijuana Dispensary - Columbia,"2500 Broadway Bluffs Dr. Ste 102, Columbia, Missouri 65201",(573) 333-7543,info@hipposcannabis.com,https://www.instagram.com/hipposcannabis,https://weedmaps.com/dispensaries/hippos-marijuana-dispensary-1#details
Florida,Sarasota,MedWell Health & Wellness,"5045 Fruitville Road Unit 123, Sarasota, Florida 34232",(727) 440-4808,kayla@medwellhealth.net,www.instagram.com/medwellhealthfl,https://weedmaps.com/doctors/medwell-health-wellness-15#details
West Virginia,Stollings,Greenlight Stollings,"351 Hanging Rock Hwy, Stollings, West Virginia 25601",(304) 953-2018,sheila@greenlightcorporation.com,https://www.instagram.com/greenlight.westvirginia,https://weedmaps.com/dispensaries/greenlight-stollings#details
Ohio,Cincinnati,Ohio Cannabis Connection,"8075 Reading Road, Suite 400, Cincinnati, Ohio 45237",(513) 882-3189,info@ohiocannabisconnection.com,,https://weedmaps.com/doctors/ohio-cannabis-connection#details
Texas,Katy,Your CBD Store - Katy,"2020 S Fry Rd Suite D, Katy, Texas 77450",(281) 676-4933,test@test.com,,https://weedmaps.com/cbd-stores/your-cbd-store-katy#details
Florida,Sarasota,MÜV Dispensary Sarasota - Fruitville,"5045 Fruitville Road, Sarasota, Florida 34232",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-sarasota#details
Ohio,Cincinnati,AccuDoc Medical Marijuana Doctor,"8418 Vine Street, Cincinnati, Ohio 45216",(513) 407-7203,k.caplinger.accudoc@gmail.com,,https://weedmaps.com/doctors/accudoc-medical-marijuana-doctor-cincinnati#details
Ohio,Springfield Township,DocMJ,"24 Compton Unit 212 (Medical Arts Building), Springfield Township, Ohio 45216",(877) 899-3626,ohio@docmj.com,https://www.instagram.com/docmjohio/,https://weedmaps.com/doctors/docmj-30#details
Ohio,Cincinnati,Zen Leaf Cincinnati,"8420 Vine Street, Cincinnati, Ohio 45216",(513) 440-6340,support@zenleafdispensaries.com,,https://weedmaps.com/dispensaries/zen-leaf-cincinnati#details
Missouri,Columbia,PrestoDoctor.com (100% Online),"Please Visit our Website: http://prestodoctor.com, Columbia, Missouri 65201",(650) 542-0420,team@prestodoctor.com,https://www.instagram.com/prestodoctor_official/,https://weedmaps.com/doctors/prestodoctor-com-100-online-21#details
Oklahoma,Broken Arrow,Limee Cannabis by Tulsa Treehouse,"25695 E 71st St Suite E, Broken Arrow, Oklahoma 74429",(539) 367-2988,tulsatreehouse@gmail.com,https://www.instagram.com/limeecannabis,https://weedmaps.com/dispensaries/4-cs-shop-dispensary#details
Florida,Orlando,AYR Cannabis Dispensary Orlando (Landstar),"13831 Landstar Blvd, Orlando, Florida 32824",(689) 240-5454,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-orlando-landstar#details
Oklahoma,Calera,LIVWELL MEDS OF CALERA INC,"5099 US Highway 69 Calera, OK 74730, Calera, Oklahoma 74730",(580) 296-2015,livwellmedscalera@gmail.com,https://www.instagram.com/livwellcalera/,https://weedmaps.com/dispensaries/livwell-meds-of-calera-inc#details
Florida,2067 Siesta Dr.,AYR Cannabis Dispensary Sarasota,"2067 Siesta Dr., 2067 Siesta Dr., Florida 34239",(941) 264-1399,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-sarasota#details
Oklahoma,Welch,The Sticky Palace,"415 S Washington, Welch, Oklahoma 74369",(918) 325-1939,stickyhouse69@gmail.com,https://www.instagram.com/sticky_palace2021/,https://weedmaps.com/dispensaries/the-sticky-palace-2#details
Florida,Winter Haven,Medical Marijuana Treatment Clinics of Florida,"514 Cypress Gardens Blvd, Winter Haven, Florida 33880",(850) 906-5000,info@mmtcfl.com,https://www.instagram.com/mmtcfl/,https://weedmaps.com/doctors/medical-marijuana-treatment-clinics-of-florida-21#details
Florida,Winter Haven,AYR Cannabis Dispensary Winter Haven,"1285 1st Street South, Winter Haven, Florida 33880",(863) 656-5777,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/liberty-health-sciences-winter-haven#details
Florida,Edgewater,Trulieve - Edgewater,"103 Boston Road, Edgewater, Florida 32141",(386) 478-4081,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-edgewater#details
Oklahoma,Broken Arrow,Med Pharm - Drive Thru,"24683 E.HWY 51, Broken Arrow, Oklahoma 74014",(918) 994-6025,medpharminc@gmail.com,https://www.instagram.com/medpharmok/,https://weedmaps.com/dispensaries/med-pharm#details
Florida,Sarasota,Cannabis Theory's,"3293 Fruitville Rd Suite 105, Sarasota, Florida 34237",(941) 600-9055,info@cannabistheorys.com,https://www.instagram.com/Cannabistheorys/,https://weedmaps.com/doctors/cannabis-theory-s#details
Florida,Sarasota,CannaMD - Marijuana Doctor,"6151 Lake Osprey Dr. Suite 300, Sarasota, Florida 34240",(855) 420-9170,info@cannamd.com,https://instagram.com/mycannamd,https://weedmaps.com/doctors/cannamd-marijuana-doctor-5#details
Florida,Orlando,Trulieve - Orlando Colonial,"11291 E Colonial Drive, Orlando, Florida 32817",(407) 512-9707,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-orlando-colonial#details
Florida,Sarasota,Curaleaf - Sarasota,"1435 South Tamiami Trail, Sarasota, Florida 34239",(941) 957-9122,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-sarasota#details
Florida,Sarasota,Trulieve - Sarasota,"935 N Beneva Rd, Sarasota, Florida 34232",(941) 444-6845,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-sarasota#details
Florida,Sarasota,DocMJ,"2831 Ringling Blvd, Suite 116D, Sarasota, Florida 34237",(888) 908-0143,info@docmj.com,https://www.instagram.com/floridadocmj/,https://weedmaps.com/doctors/doc-mj#details
